                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                 1.1495,                0.90865,                0.86856,                0.62312,                0.49789,                0.56733,                0.38436,                 1.1453,                 1.2139,                  0.876,              0.0024076,              0.0024076,              0.0024076
                    155,                  1.147,                0.91404,                0.86629,                0.61954,                0.50755,                0.57127,                0.38766,                 1.1479,                 1.2522,                0.87758,              0.0023576,              0.0023576,              0.0023576
                    156,                  1.118,                0.89061,                0.86315,                0.63211,                0.49485,                0.57572,                0.39174,                 1.1408,                 1.2576,                0.87589,              0.0023077,              0.0023077,              0.0023077
                    157,                 1.1155,                0.88171,                0.86681,                 0.6663,                0.49123,                0.57642,                0.38921,                 1.1384,                 1.2429,                0.87179,              0.0022577,              0.0022577,              0.0022577
                    158,                 1.1159,                0.90137,                0.86069,                0.62613,                0.51117,                0.57175,                0.39087,                 1.1485,                 1.2404,                0.87422,              0.0022078,              0.0022078,              0.0022078
                    159,                 1.1131,                0.89118,                 0.8585,                0.62871,                0.51757,                0.58437,                 0.3991,                 1.1434,                 1.2143,                0.87745,              0.0021578,              0.0021578,              0.0021578
                    160,                 1.1203,                0.89059,                0.85582,                0.62502,                 0.5147,                0.58006,                0.39451,                 1.1477,                 1.2383,                0.87787,              0.0021079,              0.0021079,              0.0021079
                    161,                 1.0938,                0.86377,                0.86191,                0.64373,                 0.5389,                0.57912,                0.39357,                 1.1465,                 1.2108,                0.87622,              0.0020579,              0.0020579,              0.0020579
                    162,                 1.1213,                0.89139,                0.85957,                0.62822,                 0.5155,                  0.576,                0.39151,                 1.1479,                 1.2361,                0.87545,               0.002008,               0.002008,               0.002008
                    163,                   1.12,                0.90089,                0.86357,                0.68792,                0.48179,                0.57406,                0.39124,                 1.1387,                 1.2046,                0.87445,               0.001958,               0.001958,               0.001958
                    164,                 1.1345,                0.89098,                0.85813,                0.64695,                0.51097,                  0.588,                0.40118,                 1.1438,                 1.2253,                 0.8765,              0.0019081,              0.0019081,              0.0019081
                    165,                 1.0987,                 0.8498,                0.85778,                 0.6585,                0.50775,                0.57719,                0.39477,                 1.1326,                 1.2106,                0.87557,              0.0018582,              0.0018582,              0.0018582
                    166,                 1.0862,                0.84802,                0.85813,                0.65464,                0.51559,                0.58943,                0.40384,                 1.1344,                 1.1865,                 0.8783,              0.0018082,              0.0018082,              0.0018082
                    167,                 1.1178,                0.87112,                0.85654,                0.62643,                0.52829,                 0.5875,                0.40068,                 1.1402,                  1.197,                0.87685,              0.0017583,              0.0017583,              0.0017583
                    168,                 1.0973,                0.84289,                0.85039,                0.62961,                0.51017,                0.58854,                0.40515,                 1.1316,                 1.1881,                0.87502,              0.0017083,              0.0017083,              0.0017083
                    169,                 1.0926,                0.83742,                0.86364,                 0.6218,                0.52993,                0.58957,                0.40416,                 1.1321,                 1.2009,                0.87243,              0.0016584,              0.0016584,              0.0016584
                    170,                 1.1155,                0.86968,                0.85539,                0.61451,                0.52906,                0.59002,                0.39928,                 1.1271,                 1.2165,                0.87527,              0.0016084,              0.0016084,              0.0016084
                    171,                 1.0923,                 0.8462,                0.85316,                 0.6345,                0.53541,                0.58999,                0.39845,                 1.1399,                  1.223,                0.87677,              0.0015585,              0.0015585,              0.0015585
                    172,                 1.1023,                0.85969,                0.85433,                0.57809,                0.53296,                0.57597,                0.39199,                 1.1432,                 1.2156,                 0.8784,              0.0015085,              0.0015085,              0.0015085
                    173,                 1.0862,                0.82886,                0.85902,                0.57691,                0.54582,                0.58838,                0.39866,                 1.1402,                 1.2281,                0.87578,              0.0014586,              0.0014586,              0.0014586
                    174,                  1.095,                0.83341,                0.85237,                0.64877,                0.51383,                0.59572,                0.40496,                 1.1361,                 1.2002,                0.87488,              0.0014086,              0.0014086,              0.0014086
                    175,                 1.0922,                0.82454,                0.85238,                0.60595,                0.53712,                0.59337,                0.40635,                 1.1284,                 1.1842,                0.87486,              0.0013587,              0.0013587,              0.0013587
                    176,                 1.0712,                0.82018,                0.85451,                0.60403,                0.53432,                0.58812,                0.39936,                 1.1318,                 1.1993,                0.87287,              0.0013087,              0.0013087,              0.0013087
                    177,                 1.0693,                0.81016,                0.85619,                0.60977,                0.53107,                0.58944,                0.40285,                  1.128,                 1.1903,                0.87294,              0.0012587,              0.0012587,              0.0012587
                    178,                  1.086,                0.82746,                0.85361,                0.69415,                0.48931,                0.58852,                0.40481,                 1.1283,                 1.2048,                0.87477,              0.0012088,              0.0012088,              0.0012088
                    179,                 1.0689,                0.80573,                0.85336,                0.63531,                0.52277,                0.58682,                0.40066,                 1.1324,                 1.2283,                0.87486,              0.0011588,              0.0011588,              0.0011588
                    180,                 1.0763,                 0.8171,                0.85388,                0.59473,                0.54508,                 0.6011,                0.41044,                 1.1273,                  1.188,                0.87289,              0.0011089,              0.0011089,              0.0011089
                    181,                 1.0555,                0.79241,                0.85282,                0.64192,                0.51553,                0.59789,                0.40632,                 1.1307,                  1.178,                0.87326,              0.0010589,              0.0010589,              0.0010589
                    182,                 1.0881,                0.81888,                0.85808,                0.63284,                0.51858,                0.59655,                0.41321,                 1.1254,                 1.1721,                0.87563,               0.001009,               0.001009,               0.001009
                    183,                 1.0472,                0.77926,                0.85226,                0.58164,                0.54078,                0.58924,                0.40276,                 1.1335,                 1.1996,                0.87515,             0.00095905,             0.00095905,             0.00095905
                    184,                 1.0457,                0.77105,                0.85513,                0.62695,                0.54402,                0.59685,                0.40998,                 1.1221,                 1.1801,                0.87245,              0.0009091,              0.0009091,              0.0009091
                    185,                 1.0631,                0.77879,                0.85135,                0.67454,                0.51855,                0.59612,                0.40666,                 1.1225,                 1.1725,                0.87202,             0.00085915,             0.00085915,             0.00085915
                    186,                 1.0558,                0.78853,                0.85409,                0.70049,                 0.4961,                 0.5948,                0.40853,                  1.117,                 1.1758,                0.87251,              0.0008092,              0.0008092,              0.0008092
                    187,                 1.0558,                0.76959,                0.84991,                0.59849,                0.54427,                0.59948,                0.41243,                 1.1267,                 1.1755,                0.87443,             0.00075925,             0.00075925,             0.00075925
                    188,                 1.0424,                0.76887,                0.85072,                0.59946,                  0.547,                0.60197,                0.41176,                 1.1226,                 1.1824,                0.87282,              0.0007093,              0.0007093,              0.0007093
                    189,                 1.0408,                0.77789,                0.84402,                0.63262,                0.54759,                0.60848,                0.41862,                 1.1174,                 1.1711,                0.87181,             0.00065935,             0.00065935,             0.00065935
                    190,                 1.0434,                0.77024,                0.85709,                0.63701,                0.54721,                0.60206,                0.41495,                 1.1203,                 1.1737,                0.87344,              0.0006094,              0.0006094,              0.0006094
                    191,                 1.0321,                0.76979,                0.85748,                0.65767,                0.51751,                0.58944,                0.40465,                 1.1317,                 1.1938,                0.87417,             0.00055945,             0.00055945,             0.00055945
                    192,                 1.0345,                0.75149,                0.85196,                0.63021,                0.53839,                0.59869,                0.41334,                 1.1284,                 1.1966,                0.87515,              0.0005095,              0.0005095,              0.0005095
                    193,                 1.0183,                0.72908,                0.85003,                0.68736,                0.51058,                0.59785,                0.41106,                 1.1267,                 1.1905,                0.87125,             0.00045955,             0.00045955,             0.00045955
                    194,                 1.0132,                0.70611,                0.85241,                0.58749,                0.54203,                0.59266,                0.40854,                 1.1282,                 1.2034,                0.87201,              0.0004096,              0.0004096,              0.0004096
                    195,                  1.019,                0.72459,                0.84987,                0.64887,                0.52262,                0.59263,                0.40802,                 1.1275,                 1.2065,                0.87149,             0.00035965,             0.00035965,             0.00035965
                    196,                 1.0178,                0.73099,                0.84989,                0.62045,                 0.5434,                0.60179,                0.41521,                 1.1234,                 1.1976,                0.87137,              0.0003097,              0.0003097,              0.0003097
                    197,                 1.0196,                0.71724,                0.85017,                0.57644,                0.55294,                0.59828,                0.41579,                 1.1252,                 1.1967,                0.87144,             0.00025975,             0.00025975,             0.00025975
                    198,                 1.0012,                0.70609,                0.84858,                0.62265,                 0.5436,                0.60277,                0.41951,                 1.1221,                 1.1826,                0.87018,              0.0002098,              0.0002098,              0.0002098
                    199,                 1.0125,                0.70753,                0.84798,                0.64424,                0.53112,                0.60573,                0.42035,                   1.12,                 1.1886,                 0.8692,             0.00015985,             0.00015985,             0.00015985
                    200,                 1.0053,                0.69776,                0.84623,                0.62715,                0.53666,                0.60323,                0.41835,                 1.1203,                 1.1915,                0.86852,              0.0001099,              0.0001099,              0.0001099
